Wed Apr 21 19:40:25 2021				
				
				
Number of Points = 2987				
				
Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
1090.354151	8593.17114	12.111655	-0.238633	4.985865
1090.130736	8584.174643	12.116659	-0.238584	4.983464
1089.805444	8575.123622	12.121664	-0.238513	4.981044
1089.679718	8566.129883	12.126669	-0.238485	4.978644
1088.878538	8557.200887	12.131674	-0.23831	4.97624
1088.685033	8548.226073	12.136679	-0.238267	4.973841
1088.327154	8539.14315	12.141683	-0.238188	4.971407
1088.167853	8530.147737	12.146688	-0.238153	4.969
1087.759337	8521.092578	12.151693	-0.238064	4.96657
1087.477232	8512.200649	12.156698	-0.238002	4.964185
1086.727512	8503.152521	12.161703	-0.237838	4.961743
1086.661611	8494.177415	12.166707	-0.237823	4.959341
1086.186755	8485.08649	12.171712	-0.237719	4.956893
1085.890288	8476.122175	12.176717	-0.237654	4.954484
1085.572407	8467.071621	12.181722	-0.237584	4.95205
1085.233159	8458.148093	12.186727	-0.23751	4.949648
1084.638197	8449.062921	12.191731	-0.237379	4.947193
1084.658805	8440.192076	12.196736	-0.237383	4.944814
1084.323369	8430.958428	12.201741	-0.23731	4.942325
1083.882308	8422.106777	12.206746	-0.237213	4.939934
1083.350199	8413.08202	12.211751	-0.237097	4.937493
1083.197589	8404.121271	12.216755	-0.237063	4.935079
1082.629239	8395.026555	12.22176	-0.236938	4.932615
1082.60753	8386.106056	12.226765	-0.236933	4.930214
1082.110178	8376.977729	12.23177	-0.236824	4.927741
1081.563199	8368.183364	12.236775	-0.236705	4.925355
1081.398484	8359.029021	12.241779	-0.236668	4.922883
1080.845018	8350.075604	12.246784	-0.236547	4.920451
1080.517416	8340.967231	12.251789	-0.236475	4.917983
1080.155749	8332.068849	12.256794	-0.236396	4.91557
1079.893868	8322.966731	12.261799	-0.236338	4.913104
1079.319126	8314.13289	12.266803	-0.236212	4.910698
1079.068148	8304.983451	12.271808	-0.236157	4.908217
1078.708183	8296.060653	12.276813	-0.236078	4.905792
1078.460424	8286.894911	12.281818	-0.236024	4.903304
1078.065354	8278.025976	12.286823	-0.235937	4.90089
1077.664872	8268.982524	12.291827	-0.235849	4.898427
1077.326511	8260.087246	12.296832	-0.235775	4.896006
1076.948463	8250.944643	12.301837	-0.235692	4.893514
1076.707437	8242.043475	12.306842	-0.235639	4.891092
1076.275623	8232.944549	12.311847	-0.235544	4.888608
1075.867246	8224.08556	12.316851	-0.235455	4.886188
1075.541705	8214.939678	12.321856	-0.235383	4.883693
1075.035837	8205.976758	12.326861	-0.235273	4.881239
1074.667326	8196.918098	12.331866	-0.235192	4.878763
1074.508991	8188.008297	12.336871	-0.235157	4.876334
1073.847405	8178.965209	12.341875	-0.235012	4.873849
1073.711489	8170.021833	12.34688	-0.234982	4.871409
1073.367527	8161.007829	12.351885	-0.234906	4.86894
1072.960141	8152.10141	12.35689	-0.234817	4.866498
1072.635394	8143.005294	12.361895	-0.234746	4.864005
1072.039603	8134.048194	12.366899	-0.234615	4.86154
1071.899352	8124.903475	12.371904	-0.234584	4.859038
1071.693863	8116.018376	12.376909	-0.234539	4.856603
1071.33706	8106.913517	12.381914	-0.234461	4.854102
1070.949489	8098.052449	12.386919	-0.234376	4.851665
1070.385852	8089.058399	12.391923	-0.234252	4.849184
1070.194142	8080.039767	12.396928	-0.23421	4.846708
1069.754192	8070.987522	12.401933	-0.234114	4.844213
1069.367365	8061.983607	12.406938	-0.234029	4.841731
1068.972687	8052.943408	12.411943	-0.233942	4.839238
1068.607184	8044.029527	12.416947	-0.233862	4.83678
1068.068746	8034.950137	12.421952	-0.233744	4.834269
1067.987748	8026.004109	12.426957	-0.233726	4.831808
1067.459761	8016.911647	12.431962	-0.23361	4.829291
1067.198737	8007.984336	12.436967	-0.233553	4.826827
1066.744688	7998.885548	12.441971	-0.233454	4.824308
1066.207111	7989.964596	12.446976	-0.233336	4.821834
1066.068451	7980.9045	12.451981	-0.233305	4.819334
1065.565873	7972.009157	12.456986	-0.233195	4.816865
1065.19175	7962.888172	12.461991	-0.233113	4.814337
1065.045657	7953.935165	12.466995	-0.233081	4.811862
1064.525875	7944.89033	12.472	-0.232967	4.809347
1064.232985	7935.899163	12.477005	-0.232903	4.806854
1063.786964	7926.847945	12.48201	-0.232805	4.804337
1063.607922	7917.882222	12.487015	-0.232765	4.801853
1063.127706	7908.803563	12.492019	-0.23266	4.799324
1062.981704	7899.839786	12.497024	-0.232628	4.796839
1062.337876	7890.857832	12.502029	-0.232487	4.794328
1061.975415	7881.9106	12.507034	-0.232407	4.791837
1061.589579	7872.859807	12.512039	-0.232323	4.789314
1061.308299	7863.866669	12.517043	-0.232261	4.78681
1060.632326	7854.875232	12.522048	-0.232113	4.784291
1060.474366	7845.875688	12.527053	-0.232078	4.781786
1060.194986	7836.755405	12.532058	-0.232017	4.779243
1059.77036	7827.879491	12.537063	-0.231924	4.776761
1059.469892	7818.830322	12.542067	-0.231858	4.774233
1059.102342	7809.882537	12.547072	-0.231777	4.77173
1058.760631	7800.769143	12.552077	-0.231702	4.769181
1058.189636	7791.953643	12.557082	-0.231577	4.766705
1057.855706	7782.7843	12.562087	-0.231504	4.764137
1057.636742	7773.853216	12.567091	-0.231456	4.761639
1056.976064	7764.734462	12.572096	-0.231311	4.75907
1056.675114	7755.860045	12.577101	-0.231245	4.756582
1056.427699	7746.7597	12.582106	-0.23119	4.754032
1056.057818	7737.854046	12.587111	-0.231109	4.751529
1055.518404	7728.745108	12.592115	-0.230991	4.748962
1055.207358	7719.898358	12.59712	-0.230923	4.746476
1054.761987	7710.722234	12.602125	-0.230825	4.743891
1054.460327	7701.824973	12.60713	-0.230759	4.741388
1054.180863	7692.682249	12.612135	-0.230698	4.738816
1053.684071	7683.876031	12.617139	-0.230589	4.736328
1053.306824	7674.747911	12.622144	-0.230506	4.733754
1053.122681	7665.837644	12.627149	-0.230465	4.731246
1052.608718	7656.720684	12.632154	-0.230353	4.728666
1052.11202	7647.892139	12.637159	-0.230244	4.726167
1051.812122	7638.676139	12.642163	-0.230178	4.723565
1051.50609	7629.763643	12.647168	-0.230111	4.721046
1051.183584	7620.62322	12.652173	-0.23004	4.718461
1050.742868	7611.826936	12.657178	-0.229944	4.715967
1050.329005	7602.720506	12.662183	-0.229853	4.713386
1049.998782	7593.763808	12.667187	-0.22978	4.710848
1049.643058	7584.622005	12.672192	-0.229702	4.708256
1049.112074	7575.775345	12.677197	-0.229586	4.705739
1048.89931	7566.652685	12.682202	-0.229539	4.703155
1048.368962	7557.754185	12.687207	-0.229423	4.70062
1047.812487	7548.670112	12.692211	-0.229301	4.69803
1047.570576	7539.727057	12.697216	-0.229248	4.695491
1047.283319	7530.700502	12.702221	-0.229185	4.692926
1046.754591	7521.736248	12.707226	-0.229069	4.690367
1046.40545	7512.716565	12.712231	-0.228992	4.687798
1046.204975	7503.765776	12.717235	-0.228948	4.685253
1045.666439	7494.728123	12.72224	-0.22883	4.682668
1045.506444	7485.633209	12.727245	-0.228795	4.680081
1044.787595	7476.709776	12.73225	-0.228638	4.677518
1044.592483	7467.731281	12.737255	-0.228595	4.67496
1043.99483	7458.706579	12.742259	-0.228464	4.67237
1043.754195	7449.633965	12.747264	-0.228411	4.66978
1043.289759	7440.680854	12.752269	-0.228309	4.667214
1043.046606	7431.698979	12.757274	-0.228256	4.664646
1042.75025	7422.624659	12.762279	-0.22819	4.662049
1042.210543	7413.639898	12.767283	-0.228072	4.659466
1042.007753	7404.653398	12.772288	-0.228028	4.656895
1041.594674	7395.640032	12.777293	-0.227937	4.654306
1040.938786	7386.683481	12.782298	-0.227793	4.651721
1040.662429	7377.632437	12.787303	-0.227733	4.649124
1040.091004	7368.732128	12.792307	-0.227607	4.646556
1039.921725	7359.621384	12.797312	-0.22757	4.643943
1039.395058	7350.623605	12.802317	-0.227455	4.641347
1039.062886	7341.590766	12.807322	-0.227382	4.638746
1038.595597	7332.612371	12.812327	-0.227279	4.636154
1038.320566	7323.627416	12.817331	-0.227219	4.633567
1037.971869	7314.618193	12.822336	-0.227143	4.630968
1037.632541	7305.646564	12.827341	-0.227068	4.628379
1037.206884	7296.572224	12.832346	-0.226975	4.625756
1036.974896	7287.573547	12.837351	-0.226924	4.62316
1036.396176	7278.540129	12.842355	-0.226797	4.620539
1035.792059	7269.690627	12.84736	-0.226665	4.617967
1035.500452	7260.535443	12.852365	-0.226601	4.61532
1035.483831	7251.62443	12.85737	-0.226597	4.612753
1034.809843	7242.530288	12.862375	-0.226449	4.610104
1034.273673	7233.719999	12.867379	-0.226332	4.607541
1033.840265	7224.556605	12.872384	-0.226237	4.604878
1033.597729	7215.61241	12.877389	-0.226183	4.602286
1033.207531	7206.494524	12.882394	-0.226098	4.599636
1032.934628	7197.583756	12.887399	-0.226038	4.597049
1032.300724	7188.540319	12.892403	-0.225899	4.594407
1032.134355	7179.614337	12.897408	-0.225862	4.591817
1031.535199	7170.518365	12.902413	-0.225731	4.589158
1031.166487	7161.569898	12.907418	-0.22565	4.58655
1030.773862	7152.533437	12.912423	-0.225564	4.583913
1030.735554	7143.56275	12.917427	-0.225555	4.58131
1030.092456	7134.505123	12.922432	-0.225415	4.578654
1029.727317	7125.554886	12.927437	-0.225334	4.576039
1029.284324	7116.540192	12.932442	-0.225237	4.573401
1029.031179	7107.50949	12.937447	-0.225182	4.570764
1028.46414	7098.56005	12.942451	-0.225057	4.568136
1028.103119	7089.56094	12.947456	-0.224978	4.565501
1027.680053	7080.477076	12.952461	-0.224885	4.562837
1026.987014	7071.534526	12.957466	-0.224734	4.560201
1026.701095	7062.520963	12.962471	-0.224671	4.55756
1026.387766	7053.478501	12.967475	-0.224602	4.554908
1025.969054	7044.505883	12.97248	-0.22451	4.552271
1025.686892	7035.453466	12.977485	-0.224448	4.549614
1025.134227	7026.51784	12.98249	-0.224327	4.546978
1024.809282	7017.516085	12.987495	-0.224256	4.544331
1024.395405	7008.473852	12.992499	-0.224165	4.541667
1024.05394	6999.477068	12.997504	-0.22409	4.539017
1023.491635	6990.515919	13.002509	-0.223967	4.536367
1023.127755	6981.525081	13.007514	-0.223887	4.533715
1022.775416	6972.42404	13.012519	-0.22381	4.53103
1022.457865	6963.50715	13.017523	-0.22374	4.528398
1021.978447	6954.454154	13.022528	-0.223635	4.525718
1021.804492	6945.505374	13.027533	-0.223597	4.523081
1021.336064	6936.41931	13.032538	-0.223494	4.520388
1020.790522	6927.585593	13.037543	-0.223375	4.517765
1020.165566	6918.453875	13.042547	-0.223238	4.515048
1020.006249	6909.538352	13.047552	-0.223203	4.512415
1019.43469	6900.418095	13.052557	-0.223077	4.5097
1019.257872	6891.500327	13.057562	-0.223039	4.507063
1018.936698	6882.392919	13.062567	-0.222968	4.504361
1018.212839	6873.518111	13.067571	-0.22281	4.501707
1017.984082	6864.438972	13.072576	-0.222759	4.499014
1017.584298	6855.477203	13.077581	-0.222672	4.496346
1017.092905	6846.470222	13.082586	-0.222564	4.493659
1016.647846	6837.51528	13.087591	-0.222466	4.490988
1016.376149	6828.383162	13.092595	-0.222407	4.488271
1016.0237	6819.382427	13.0976	-0.222329	4.485587
1015.442825	6810.404074	13.102605	-0.222202	4.482897
1015.103682	6801.401932	13.10761	-0.222128	4.480211
1014.79034	6792.429611	13.112615	-0.222059	4.477532
1014.246533	6783.406615	13.117619	-0.22194	4.474826
1013.746655	6774.405387	13.122624	-0.22183	4.472127
1013.618074	6765.402099	13.127629	-0.221802	4.469443
1013.20383	6756.414022	13.132634	-0.221711	4.466749
1012.805656	6747.435287	13.137639	-0.221624	4.464056
1012.214448	6738.334458	13.142643	-0.221494	4.461316
1012.169081	6729.385978	13.147648	-0.221484	4.458646
1011.257091	6720.421427	13.152653	-0.221284	4.455927
1010.946606	6711.447997	13.157658	-0.221216	4.453233
1010.669274	6702.35875	13.162663	-0.221155	4.450505
1010.10347	6693.485561	13.167667	-0.221031	4.447825
1009.825075	6684.35367	13.172672	-0.22097	4.445081
1009.473153	6675.398243	13.177677	-0.220893	4.442384
1008.945154	6666.358704	13.182682	-0.220777	4.439651
1008.797372	6657.367391	13.187687	-0.220745	4.43695
1008.308763	6648.281923	13.192691	-0.220638	4.434202
1007.671337	6639.435147	13.197696	-0.220498	4.431516
1007.307738	6630.374988	13.202701	-0.220418	4.428779
1007.066733	6621.367794	13.207706	-0.220365	4.426061
1006.517837	6612.339692	13.212711	-0.220245	4.423321
1006.180487	6603.305048	13.217715	-0.220171	4.420587
1005.705322	6594.41435	13.22272	-0.220067	4.417887
1005.27644	6585.387914	13.227725	-0.219973	4.415148
1004.842472	6576.344368	13.23273	-0.219878	4.412401
1004.365627	6567.371883	13.237735	-0.219773	4.409672
1003.86504	6558.34923	13.242739	-0.219663	4.406924
1003.610645	6549.321029	13.247744	-0.219608	4.404186
1003.080862	6540.275815	13.252749	-0.219491	4.401427
1002.748128	6531.369553	13.257754	-0.219418	4.398718
1002.610106	6522.249262	13.262759	-0.219388	4.395952
1002.101637	6513.338831	13.267763	-0.219277	4.39323
1001.320204	6504.350688	13.272768	-0.219105	4.390468
1001.194748	6495.349906	13.277773	-0.219078	4.387734
1000.895895	6486.26183	13.282778	-0.219012	4.384963
1000.422078	6477.329846	13.287783	-0.218908	4.382228
999.868797	6468.346356	13.292787	-0.218787	4.379472
999.50143	6459.374061	13.297792	-0.218706	4.376727
998.917175	6450.332839	13.302797	-0.218578	4.373948
998.542579	6441.340776	13.307802	-0.218496	4.371193
998.256298	6432.349697	13.312807	-0.218433	4.368442
997.77008	6423.359897	13.317811	-0.218327	4.365678
997.411209	6414.325482	13.322816	-0.218248	4.362906
996.934543	6405.351112	13.327821	-0.218144	4.360144
996.410385	6396.311151	13.332826	-0.218029	4.357357
996.016757	6387.37327	13.337831	-0.217942	4.354607
995.667631	6378.28036	13.342835	-0.217866	4.35181
995.526095	6369.313664	13.34784	-0.217835	4.349061
994.920054	6360.257968	13.352845	-0.217702	4.346258
994.506957	6351.336999	13.35785	-0.217611	4.343505
993.876461	6342.225511	13.362855	-0.217473	4.34068
993.648467	6333.34636	13.367859	-0.217423	4.337945
992.955439	6324.353777	13.372864	-0.217271	4.33515
992.587895	6315.372482	13.377869	-0.217191	4.332373
992.24466	6306.294352	13.382874	-0.217115	4.329566
991.911494	6297.318027	13.387879	-0.217042	4.326789
991.285269	6288.279438	13.392883	-0.216905	4.323975
991.238583	6279.22928	13.397888	-0.216895	4.321187
990.686717	6270.311525	13.402893	-0.216774	4.318411
990.132992	6261.318141	13.407898	-0.216652	4.315609
989.835832	6252.251175	13.412903	-0.216587	4.312797
989.349697	6243.291519	13.417907	-0.216481	4.310005
989.045752	6234.217736	13.422912	-0.216414	4.307187
988.543359	6225.291361	13.427917	-0.216304	4.304401
988.142438	6216.208694	13.432922	-0.216216	4.301571
987.672723	6207.307906	13.437927	-0.216113	4.298791
987.232956	6198.238476	13.442931	-0.216017	4.295958
986.919422	6189.330052	13.447936	-0.215948	4.293181
986.369011	6180.286718	13.452941	-0.215827	4.290347
986.004143	6171.321103	13.457946	-0.215747	4.287545
985.434623	6162.275616	13.462951	-0.215622	4.284706
985.060033	6153.249701	13.467955	-0.21554	4.281881
984.837612	6144.193575	13.47296	-0.215491	4.279053
984.364337	6135.230878	13.477965	-0.215388	4.276239
983.818196	6126.267459	13.48297	-0.215268	4.273418
983.403943	6117.322551	13.487975	-0.215177	4.270608
982.853987	6108.236101	13.492979	-0.215057	4.267745
982.541447	6099.268193	13.497984	-0.214988	4.26493
982.047117	6090.21137	13.502989	-0.21488	4.262076
981.703852	6081.283378	13.507994	-0.214804	4.259268
981.087815	6072.20338	13.512999	-0.214669	4.256395
980.761594	6063.328591	13.518003	-0.214598	4.253601
980.289051	6054.277097	13.523008	-0.214494	4.250741
979.972403	6045.314136	13.528013	-0.214425	4.247916
979.383861	6036.274599	13.533018	-0.214296	4.245049
979.152595	6027.240803	13.538023	-0.214245	4.242203
978.584944	6018.227154	13.543027	-0.214121	4.239342
978.240004	6009.187997	13.548032	-0.214045	4.236483
977.928798	6000.251244	13.553037	-0.213977	4.233657
977.381677	5991.275756	13.558042	-0.213857	4.230803
976.832867	5982.261355	13.563047	-0.213736	4.227934
976.637227	5973.243711	13.568051	-0.213693	4.225083
976.031454	5964.191231	13.573056	-0.213561	4.222195
975.70175	5955.316901	13.578061	-0.213488	4.219378
975.181363	5946.176458	13.583066	-0.213374	4.216463
974.881667	5937.280408	13.588071	-0.213309	4.213636
974.280796	5928.273653	13.593075	-0.213177	4.210755
973.945577	5919.297026	13.59808	-0.213103	4.207897
973.605724	5910.27135	13.603085	-0.213029	4.205021
973.044595	5901.237182	13.60809	-0.212906	4.202127
972.690264	5892.274355	13.613095	-0.212828	4.199266
972.187886	5883.27273	13.618099	-0.212718	4.196382
971.548885	5874.265839	13.623104	-0.212578	4.193486
971.490232	5865.222511	13.628109	-0.212565	4.190611
970.804709	5856.205989	13.633114	-0.212415	4.187705
970.585752	5847.240862	13.638119	-0.212367	4.184841
969.990967	5838.16451	13.643123	-0.212236	4.181917
969.477665	5829.31179	13.648128	-0.212124	4.179068
969.104965	5820.216537	13.653133	-0.212042	4.176147
968.642582	5811.263272	13.658138	-0.211941	4.173264
968.413469	5802.182313	13.663143	-0.21189	4.170352
967.919213	5793.200161	13.668147	-0.211782	4.167454
967.542935	5784.134769	13.673152	-0.2117	4.164535
966.987858	5775.202695	13.678157	-0.211578	4.161645
966.505041	5766.176615	13.683162	-0.211472	4.158727
965.97112	5757.279969	13.688167	-0.211355	4.155845
965.534483	5748.188164	13.693171	-0.211259	4.152905
965.206405	5739.226344	13.698176	-0.211187	4.150011
964.611074	5730.198648	13.703181	-0.211057	4.147077
964.295414	5721.205727	13.708186	-0.210988	4.14417
963.9795	5712.14459	13.713191	-0.210918	4.141238
963.439418	5703.247666	13.718195	-0.2108	4.138343
962.860159	5694.230061	13.7232	-0.210673	4.135405
962.547626	5685.227901	13.728205	-0.210605	4.132486
962.112134	5676.212455	13.73321	-0.210509	4.129554
961.6369	5667.224915	13.738215	-0.210405	4.126625
961.122205	5658.192712	13.743219	-0.210292	4.123678
960.927449	5649.219314	13.748224	-0.210249	4.120767
960.453123	5640.157929	13.753229	-0.210145	4.117808
959.968226	5631.262674	13.758234	-0.210039	4.1149
959.400669	5622.220409	13.763239	-0.209915	4.111938
959.199392	5613.262047	13.768243	-0.20987	4.109023
958.508515	5604.225624	13.773248	-0.209719	4.10605
958.256981	5595.181584	13.778253	-0.209664	4.1031
957.712262	5586.250558	13.783258	-0.209545	4.100166
957.323915	5577.255311	13.788263	-0.209459	4.097219
956.72099	5568.249336	13.793267	-0.209327	4.094252
956.336385	5559.293745	13.798272	-0.209243	4.091314
955.955561	5550.189777	13.803277	-0.209159	4.088325
955.518449	5541.236914	13.808282	-0.209064	4.08538
954.947942	5532.217538	13.813287	-0.208939	4.082402
954.524309	5523.288979	13.818291	-0.208846	4.079461
954.095253	5514.239187	13.823296	-0.208752	4.076478
953.778975	5505.213137	13.828301	-0.208682	4.073508
953.233374	5496.230705	13.833306	-0.208563	4.070535
952.865032	5487.220032	13.838311	-0.208482	4.067561
952.384355	5478.212764	13.843315	-0.208377	4.06458
951.932158	5469.2296	13.84832	-0.208277	4.061606
951.458808	5460.19758	13.853325	-0.208174	4.058612
951.041425	5451.269749	13.85833	-0.208082	4.055654
950.440024	5442.237232	13.863335	-0.20795	4.052647
950.326799	5433.245245	13.868339	-0.207925	4.049684
949.68173	5424.220253	13.873344	-0.207784	4.046672
949.410731	5415.163472	13.878349	-0.207725	4.043672
948.999871	5406.220251	13.883354	-0.207635	4.040698
948.257279	5397.245456	13.888359	-0.207472	4.037689
948.047886	5388.233964	13.893363	-0.207426	4.034701
947.299128	5379.284967	13.898368	-0.207262	4.031696
947.016264	5370.171771	13.903373	-0.2072	4.028665
946.768645	5361.193424	13.908378	-0.207145	4.025679
946.16644	5352.163457	13.913383	-0.207013	4.02265
945.709666	5343.294019	13.918387	-0.206913	4.019681
945.084417	5334.283876	13.923392	-0.206776	4.016652
944.818508	5325.227788	13.928397	-0.206718	4.01363
944.310674	5316.272012	13.933402	-0.206607	4.010622
944.010115	5307.233226	13.938407	-0.206541	4.007598
943.423538	5298.189313	13.943411	-0.206412	4.004551
943.056432	5289.252335	13.948416	-0.206332	4.001552
942.655691	5280.168922	13.953421	-0.206244	3.9985
942.092026	5271.313276	13.958426	-0.20612	3.99551
941.710764	5262.167191	13.963431	-0.206037	3.992433
941.392506	5253.215561	13.968435	-0.205967	3.989423
940.550697	5244.28302	13.97344	-0.205783	3.986382
940.288891	5235.248974	13.978445	-0.205725	3.983343
939.712116	5226.312886	13.98345	-0.205599	3.980314
939.298685	5217.273917	13.988455	-0.205508	3.977258
938.769523	5208.249264	13.993459	-0.205392	3.974198
938.40875	5199.342312	13.998464	-0.205313	3.971186
938.010871	5190.238022	14.003469	-0.205226	3.968102
937.558662	5181.313972	14.008474	-0.205127	3.965073
937.121039	5172.239906	14.013479	-0.205031	3.961993
936.566946	5163.29753	14.018483	-0.204909	3.958945
936.169949	5154.243572	14.023488	-0.204822	3.955869
935.527727	5145.268288	14.028493	-0.204682	3.9528
935.134554	5136.292966	14.033498	-0.204595	3.949746
934.904995	5127.210287	14.038503	-0.204545	3.946664
934.391633	5118.207942	14.043507	-0.204432	3.943588
933.899678	5109.33128	14.048512	-0.204325	3.940552
933.212812	5100.331891	14.053517	-0.204174	3.93746
932.977709	5091.284112	14.058522	-0.204123	3.93438
932.434073	5082.299988	14.063527	-0.204003	3.931297
932.023227	5073.286184	14.068531	-0.203913	3.928211
931.496743	5064.264503	14.073536	-0.203798	3.925112
931.166267	5055.233847	14.078541	-0.203725	3.922021
930.620225	5046.221987	14.083546	-0.203606	3.918919
930.121487	5037.325067	14.088551	-0.203497	3.915856
929.703512	5028.237796	14.093555	-0.203405	3.912733
929.429907	5019.266742	14.09856	-0.203345	3.909656
928.720717	5010.267956	14.103565	-0.203189	3.906536
928.298262	5001.253534	14.10857	-0.203097	3.903429
927.969384	4992.275132	14.113575	-0.203025	3.900339
927.506826	4983.305994	14.118579	-0.202923	3.897239
926.844697	4974.298278	14.123584	-0.202778	3.89411
926.597789	4965.336487	14.128589	-0.202724	3.891023
925.867349	4956.326629	14.133594	-0.202564	3.887882
925.575273	4947.288266	14.138599	-0.2025	3.884761
925.095485	4938.294762	14.143603	-0.202395	3.881639
924.524602	4929.364649	14.148608	-0.20227	3.87853
924.046703	4920.305963	14.153613	-0.202165	3.87538
923.575662	4911.338748	14.158618	-0.202062	3.87226
923.052933	4902.291395	14.163623	-0.201947	3.869106
922.895318	4893.353448	14.168627	-0.201912	3.866014
922.31017	4884.308514	14.173632	-0.201784	3.862851
921.702048	4875.393857	14.178637	-0.201651	3.859728
921.328807	4866.325031	14.183642	-0.201569	3.856567
920.876885	4857.304355	14.188647	-0.20147	3.853414
920.591189	4848.070549	14.193651	-0.201407	3.850197
920.101374	4839.204209	14.198656	-0.2013	3.84709
919.413344	4830.22269	14.203661	-0.201149	3.843925
919.381379	4821.237043	14.208666	-0.201142	3.840805
918.654315	4812.310915	14.213671	-0.200983	3.837651
918.342853	4803.31476	14.218675	-0.200915	3.834501
917.651243	4794.368638	14.22368	-0.200763	3.831337
917.23263	4785.345734	14.228685	-0.200671	3.828164
916.764016	4776.295826	14.23369	-0.200569	3.824976
916.337346	4767.373493	14.238695	-0.200475	3.821832
915.885344	4758.309625	14.243699	-0.200376	3.818635
915.284724	4749.385395	14.248704	-0.200244	3.815472
914.981657	4740.384954	14.253709	-0.200178	3.812302
914.447577	4731.391198	14.258714	-0.200061	3.809115
913.918416	4722.362365	14.263719	-0.199945	3.805913
913.566687	4713.336273	14.268723	-0.199868	3.802722
913.106456	4704.337455	14.273728	-0.199767	3.79953
912.488239	4695.443593	14.278733	-0.199632	3.79636
911.925155	4686.363325	14.283738	-0.199508	3.793126
911.54109	4677.390037	14.288743	-0.199424	3.789941
910.951735	4668.395522	14.293747	-0.199295	3.786729
910.68957	4659.375501	14.298752	-0.199237	3.783531
910.180678	4650.347219	14.303757	-0.199126	3.780308
909.636483	4641.47544	14.308762	-0.199006	3.777135
909.253251	4632.35567	14.313767	-0.198922	3.773884
908.749241	4623.477496	14.318771	-0.198812	3.770706
908.417893	4614.349024	14.323776	-0.198739	3.767451
907.91506	4605.388557	14.328781	-0.198629	3.764238
907.199429	4596.449285	14.333786	-0.198472	3.761014
906.8919	4587.429533	14.338791	-0.198405	3.75779
906.205121	4578.443759	14.343795	-0.198254	3.754545
905.964288	4569.470766	14.3488	-0.198202	3.751338
905.394323	4560.414512	14.353805	-0.198077	3.748071
905.008297	4551.425162	14.35881	-0.197992	3.744841
904.412054	4542.494622	14.363815	-0.197861	3.741611
904.054347	4533.440598	14.368819	-0.197783	3.738354
903.706012	4524.409211	14.373824	-0.197707	3.735103
903.148335	4515.529271	14.378829	-0.197584	3.731886
902.438883	4506.504003	14.383834	-0.197429	3.728602
902.200206	4497.467897	14.388839	-0.197377	3.725349
901.446092	4488.505163	14.393843	-0.197211	3.722078
901.233674	4479.438473	14.398848	-0.197165	3.71881
900.58011	4470.469582	14.403853	-0.197022	3.715539
900.116919	4461.538782	14.408858	-0.19692	3.712294
899.735294	4452.423052	14.413863	-0.196836	3.708986
899.244509	4443.497576	14.418867	-0.196729	3.705735
898.727581	4434.470971	14.423872	-0.196616	3.702442
898.136431	4425.523379	14.428877	-0.196486	3.699169
897.734961	4416.513098	14.433882	-0.196398	3.695885
897.356434	4407.528325	14.438887	-0.196315	3.69261
896.795569	4398.515824	14.443891	-0.196192	3.689307
896.374092	4389.52297	14.448896	-0.1961	3.686019
895.607308	4380.512526	14.453901	-0.195932	3.682693
895.46953	4371.510057	14.458906	-0.195901	3.679419
894.937784	4362.454882	14.463911	-0.195785	3.676091
894.269471	4353.560069	14.468915	-0.195639	3.672806
893.889084	4344.50168	14.47392	-0.195555	3.669482
893.469565	4335.543162	14.478925	-0.195463	3.666189
892.795736	4326.547156	14.48393	-0.195316	3.662858
892.245479	4317.624583	14.488935	-0.195195	3.65956
891.897688	4308.553184	14.493939	-0.195119	3.656222
891.348495	4299.668639	14.498944	-0.194998	3.652933
891.068494	4290.530169	14.503949	-0.194937	3.64957
890.371251	4281.623521	14.508954	-0.194784	3.646253
889.902457	4272.581131	14.513959	-0.194681	3.642904
889.46874	4263.624393	14.518963	-0.194586	3.639585
888.947258	4254.595325	14.523968	-0.194472	3.636229
888.549973	4245.639498	14.528973	-0.194385	3.632908
888.064758	4236.552157	14.533978	-0.194279	3.629527
887.639427	4227.628479	14.538983	-0.194185	3.626209
887.105258	4218.636168	14.543987	-0.194068	3.622852
886.543485	4209.695455	14.548992	-0.193945	3.61951
886.012008	4200.640375	14.553997	-0.193829	3.616124
885.576325	4191.684087	14.559002	-0.193733	3.61278
885.145221	4182.610334	14.564007	-0.193639	3.60939
884.725976	4173.622776	14.569011	-0.193547	3.60603
884.177061	4164.685398	14.574016	-0.193427	3.602673
883.746209	4155.687633	14.579021	-0.193332	3.599301
883.205895	4146.614235	14.584026	-0.193214	3.595889
882.780122	4137.669858	14.589031	-0.19312	3.592531
882.227832	4128.646519	14.594035	-0.192999	3.589129
881.604895	4119.684098	14.59904	-0.192863	3.58574
881.090722	4110.720733	14.604045	-0.19275	3.582358
880.626298	4101.707506	14.60905	-0.192649	3.578957
880.100353	4092.669279	14.614055	-0.192533	3.575539
879.731269	4083.799983	14.619059	-0.192452	3.572195
878.937604	4074.80074	14.624064	-0.192279	3.56876
878.718669	4065.725452	14.629069	-0.19223	3.565345
878.166996	4056.744244	14.634074	-0.19211	3.561933
877.717568	4047.754277	14.639079	-0.192011	3.558523
